ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_24_P929745	0.599994	2.29E-01	1.3	-5.785551	4.59E-01		
A_32_P190049	0.599994	2.30E-01	1.3	-5.785583	5.17E-01	LRRC58	leucine rich repeat containing 58
A_24_P686992	0.599994	2.30E-01	1.3	-5.785635	5.79E-01	ANKRD36	ankyrin repeat domain 36
A_23_P134566	0.599997	2.30E-01	-1.3	-5.785691	-6.81E-01	OR2A7	olfactory receptor family 2 subfamily A member 7
A_23_P29621	0.600006	2.30E-01	1.3	-5.785773	4.89E-01	GLYCTK	glycerate kinase
A_32_P935950	0.600006	2.30E-01	1.3	-5.785809	5.53E-01	LOC102723335	uncharacterized LOC102723335
A_23_P329727	0.600033	2.30E-01	1.3	-5.7859	9.34E-01	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
A_23_P216869	0.600038	2.30E-01	-1.3	-5.785959	-5.70E-01	ZNF189	zinc finger protein 189
A_24_P351420	0.600049	2.30E-01	1.3	-5.786118	4.84E-01	ZDHHC3	zinc finger DHHC-type containing 3
A_24_P124879	0.600049	2.30E-01	1.3	-5.786141	1.12	OTUB2	"OTU deubiquitinase, ubiquitin aldehyde binding 2"
A_32_P193322	0.600049	2.30E-01	-1.3	-5.786206	-5.45E-01	RICTOR	RPTOR independent companion of MTOR complex 2
A_23_P114689	0.600049	2.30E-01	-1.3	-5.786227	-7.06E-01	ASAP3	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
A_32_P48825	0.600049	2.30E-01	1.3	-5.786358	4.88E-01	KRT72	keratin 72
A_24_P153547	0.600049	2.30E-01	1.3	-5.786365	5.82E-01	RPS6KL1	ribosomal protein S6 kinase like 1
A_23_P65157	0.600049	2.30E-01	-1.3	-5.786366	-5.70E-01	COX17	"COX17, cytochrome c oxidase copper chaperone"
A_23_P259012	0.600049	2.30E-01	1.3	-5.786403	8.01E-01	BAP1	BRCA1 associated protein 1
A_32_P108592	0.600049	2.30E-01	1.3	-5.786449	5.95E-01		
A_23_P347720	0.600124	2.30E-01	1.3	-5.786684	6.44E-01	MLLT10	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
A_24_P918147	0.600124	2.30E-01	1.3	-5.786687	1.15	FBXO32	F-box protein 32
A_24_P918970	0.600124	2.30E-01	1.3	-5.786711	4.81E-01	ERBB3	erb-b2 receptor tyrosine kinase 3
A_32_P144238	0.600144	2.30E-01	1.3	-5.78679	7.14E-01		
A_24_P94419	0.600161	2.30E-01	1.3	-5.786866	5.66E-01	CEP68	centrosomal protein 68
A_24_P136905	0.600209	2.30E-01	1.3	-5.787104	6.27E-01	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1
A_23_P361654	0.600209	2.30E-01	-1.3	-5.787123	-1	IGKC	immunoglobulin kappa constant
A_24_P941526	0.600209	2.30E-01	-1.3	-5.787144	-7.92E-01	ACSL6	acyl-CoA synthetase long-chain family member 6
A_23_P90626	0.600209	2.30E-01	-1.3	-5.787149	-7.19E-01	CYTIP	cytohesin 1 interacting protein
A_23_P142037	0.600209	2.30E-01	1.3	-5.787196	5.95E-01	RFX1	regulatory factor X1
A_24_P471531	0.600219	2.30E-01	-1.3	-5.787263	-5.70E-01		
A_23_P95221	0.600268	2.30E-01	-1.3	-5.787382	-6.82E-01	LPA	lipoprotein(a)
A_24_P945059	0.600373	2.30E-01	-1.3	-5.78758	-5.54E-01	MYCT1	myc target 1
A_23_P203698	0.600395	2.30E-01	1.3	-5.787686	5.62E-01		
A_23_P395001	0.600395	2.30E-01	-1.3	-5.787716	-1	SLC2A12	solute carrier family 2 member 12
A_24_P670147	0.6004	2.30E-01	-1.3	-5.787775	-6.03E-01		
A_23_P115824	0.600406	2.30E-01	1.29	-5.787869	4.93E-01	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3
A_24_P410554	0.600406	2.30E-01	-1.29	-5.787888	-6.56E-01		
A_24_P357266	0.600442	2.30E-01	-1.29	-5.788002	-1.01	GRPR	gastrin releasing peptide receptor
A_24_P852983	0.600442	2.30E-01	1.29	-5.788043	6.77E-01		
A_24_P229658	0.600467	2.30E-01	-1.29	-5.788196	-5.61E-01		
A_24_P153035	0.600467	2.30E-01	1.29	-5.788248	6.11E-01		
A_24_P910818	0.600467	2.30E-01	1.29	-5.788289	6.83E-01	LOC100506472	uncharacterized LOC100506472
A_24_P325006	0.600467	2.30E-01	1.29	-5.78832	6.11E-01	PHBP19	prohibitin pseudogene 19
A_24_P733083	0.600467	2.30E-01	-1.29	-5.78834	-5.97E-01		
A_23_P341065	0.600655	2.30E-01	-1.29	-5.788652	-5.28E-01	SELO	selenoprotein O
A_24_P93573	0.600655	2.30E-01	-1.29	-5.788743	-8.30E-01		
A_23_P48705	0.600655	2.30E-01	1.29	-5.788819	7.53E-01	PTGR2	prostaglandin reductase 2
A_24_P127828	0.600655	2.30E-01	-1.29	-5.788831	-6.21E-01	VCP	valosin containing protein
A_23_P345707	0.600655	2.30E-01	1.29	-5.7889	1	TICRR	TOPBP1 interacting checkpoint and replication regulator
A_24_P204334	0.600655	2.30E-01	1.29	-5.788915	9.17E-01		
A_23_P123666	0.600702	2.30E-01	1.29	-5.789047	7.24E-01	TBC1D2	TBC1 domain family member 2
A_32_P213678	0.600702	2.30E-01	-1.29	-5.789131	-5.04E-01	SMARCA5	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
A_24_P940310	0.600702	2.30E-01	1.29	-5.78914	5.13E-01	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
A_24_P348861	0.600702	2.31E-01	-1.29	-5.789189	-9.93E-01	TTTY15	"testis-specific transcript, Y-linked 15 (non-protein coding)"
A_23_P145711	0.600802	2.31E-01	1.29	-5.789403	7.23E-01	SUGCT	succinyl-CoA:glutarate-CoA transferase
A_23_P69121	0.600802	2.31E-01	-1.29	-5.789433	-8.30E-01	SIAH2	siah E3 ubiquitin protein ligase 2
A_23_P100408	0.600809	2.31E-01	-1.29	-5.789539	-4.92E-01	NTN3	netrin 3
A_24_P8165	0.600809	2.31E-01	-1.29	-5.789547	-7.45E-01	SLC15A1	solute carrier family 15 member 1
A_23_P252748	0.600821	2.31E-01	-1.29	-5.789616	-5.89E-01	ZNF195	zinc finger protein 195
A_23_P109950	0.600863	2.31E-01	1.29	-5.789765	6.39E-01	ACVR2B	activin A receptor type 2B
A_23_P149200	0.600863	2.31E-01	1.29	-5.789808	6.62E-01	CDC20	cell division cycle 20
A_23_P132185	0.600863	2.31E-01	1.29	-5.789912	7.71E-01	SCARF2	scavenger receptor class F member 2
A_23_P120982	0.600863	2.31E-01	1.29	-5.789917	4.85E-01	PKDREJ	polycystin (PKD) family receptor for egg jelly
A_23_P6963	0.600863	2.31E-01	-1.29	-5.789936	-7.08E-01	UBE2E1	ubiquitin conjugating enzyme E2 E1
A_24_P130792	0.600865	2.31E-01	-1.29	-5.790029	-5.34E-01	NSUN4	NOP2/Sun RNA methyltransferase family member 4
A_23_P114839	0.600865	2.31E-01	1.29	-5.790054	6.25E-01	FHL3	four and a half LIM domains 3
A_24_P348118	0.600865	2.31E-01	1.29	-5.790097	6.83E-01	LGALS7B	galectin 7B
A_24_P396375	0.600901	2.31E-01	-1.29	-5.790213	-7.07E-01	ECE1	endothelin converting enzyme 1
A_32_P184509	0.600901	2.31E-01	1.29	-5.790278	7.87E-01		
A_23_P218579	0.600901	2.31E-01	1.29	-5.790303	1.15	GLB1L	galactosidase beta 1 like
A_32_P206989	0.600909	2.31E-01	1.29	-5.790366	9.09E-01		
A_24_P117672	0.600938	2.31E-01	-1.29	-5.79048	-5.91E-01	SCAF1	SR-related CTD associated factor 1
A_24_P405430	0.600938	2.31E-01	-1.29	-5.790512	-6.45E-01	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
A_24_P916228	0.600963	2.31E-01	1.29	-5.790598	5.84E-01		
A_32_P219942	0.600967	2.31E-01	-1.29	-5.790742	-5.70E-01	ZIC5	Zic family member 5
A_24_P332364	0.600967	2.31E-01	-1.29	-5.790753	-5.96E-01		
A_32_P875758	0.600967	2.31E-01	1.29	-5.790762	7.90E-01	ZNF124	zinc finger protein 124
A_23_P68998	0.601105	2.31E-01	-1.29	-5.791044	-4.44E-01	MIOX	myo-inositol oxygenase
A_23_P47788	0.601105	2.31E-01	-1.29	-5.791057	-7.41E-01	METTL1	methyltransferase like 1
A_24_P522267	0.60113	2.31E-01	1.29	-5.791143	5.29E-01		
A_32_P30330	0.601233	2.31E-01	-1.29	-5.791337	-4.79E-01	LOC286191	uncharacterized LOC286191
A_32_P195785	0.601242	2.31E-01	1.29	-5.791483	5.84E-01		
A_24_P101248	0.601242	2.31E-01	1.29	-5.791484	4.99E-01	PARD3B	par-3 family cell polarity regulator beta
A_32_P120120	0.601242	2.31E-01	-1.29	-5.791507	-7.43E-01		
A_23_P356494	0.601334	2.31E-01	-1.29	-5.791697	-7.12E-01	SPINK5	"serine peptidase inhibitor, Kazal type 5"
A_23_P162866	0.601334	2.31E-01	-1.29	-5.791836	-8.55E-01	HSP90AA1	heat shock protein 90 alpha family class A member 1
A_32_P25118	0.601334	2.31E-01	1.29	-5.791838	5.75E-01	MIR133A1HG	MIR133A1 host gene
A_32_P136351	0.601334	2.31E-01	-1.29	-5.791843	-6.05E-01	SLITRK1	SLIT and NTRK like family member 1
A_32_P118348	0.601338	2.31E-01	1.29	-5.791901	5.63E-01		
A_32_P225449	0.601536	2.31E-01	-1.29	-5.792259	-5.34E-01		
A_24_P169148	0.601536	2.31E-01	1.29	-5.792304	5.72E-01	HMGB1	high mobility group box 1
A_23_P109229	0.601536	2.31E-01	-1.29	-5.792383	-8.46E-01	SUN5	Sad1 and UNC84 domain containing 5
A_24_P344711	0.601536	2.31E-01	-1.29	-5.792435	-4.73E-01	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
A_24_P110354	0.601536	2.31E-01	1.29	-5.792435	5.69E-01	SMIM23	small integral membrane protein 23
A_32_P50452	0.601557	2.31E-01	-1.29	-5.792515	-5.17E-01	SMS	spermine synthase
A_23_P103315	0.601559	2.31E-01	1.29	-5.792571	6.29E-01	LCE1A	late cornified envelope 1A
A_24_P921933	0.601629	2.31E-01	1.29	-5.792719	6.62E-01	SRSF1	serine and arginine rich splicing factor 1
A_24_P928310	0.601814	2.32E-01	-1.29	-5.793025	-5.09E-01		
A_24_P171182	0.601924	2.32E-01	-1.29	-5.793229	-5.61E-01	ACBD3	acyl-CoA binding domain containing 3
A_23_P416774	0.602265	2.32E-01	-1.29	-5.793748	-7.57E-01	CLIC5	chloride intracellular channel 5
A_23_P60047	0.602412	2.32E-01	1.29	-5.794003	6.40E-01	TACC1	transforming acidic coiled-coil containing protein 1
A_23_P99614	0.602435	2.32E-01	1.29	-5.794146	4.48E-01	BTBD6	BTB domain containing 6
A_24_P20795	0.602435	2.32E-01	1.29	-5.794232	5.52E-01	IRX4	iroquois homeobox 4
A_24_P187448	0.602435	2.32E-01	-1.29	-5.794234	-5.51E-01		
A_23_P34115	0.602435	2.32E-01	1.29	-5.794336	5.42E-01	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma
A_24_P92411	0.602435	2.32E-01	-1.29	-5.794392	-1.19		
A_23_P135015	0.602435	2.32E-01	-1.29	-5.794399	-6.01E-01	RGP1	"RGP1 homolog, RAB6A GEF complex partner 1"
A_32_P179258	0.602435	2.32E-01	1.29	-5.794415	8.32E-01	RAB22A	"RAB22A, member RAS oncogene family"
A_23_P47682	0.602435	2.32E-01	-1.29	-5.794453	-1.3	NRIP3	nuclear receptor interacting protein 3
A_23_P6023	0.602438	2.32E-01	1.29	-5.794508	1.02		
A_32_P179295	0.602579	2.32E-01	1.29	-5.794754	6.97E-01	CBR3-AS1	CBR3 antisense RNA 1
A_23_P209200	0.602745	2.32E-01	1.29	-5.795034	6.31E-01	CCNE1	cyclin E1
A_23_P205348	0.602792	2.32E-01	1.29	-5.795151	7.64E-01	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
A_24_P60887	0.602802	2.32E-01	-1.29	-5.795216	-6.85E-01	ANGPT1	angiopoietin 1
A_23_P70102	0.602856	2.32E-01	1.29	-5.795342	4.70E-01	SLC36A2	solute carrier family 36 member 2
A_23_P130398	0.602875	2.32E-01	1.29	-5.795421	6.23E-01	CTAGE1	cutaneous T-cell lymphoma-associated antigen 1
A_23_P41025	0.602884	2.32E-01	1.29	-5.795548	5.27E-01	GNL3	G protein nucleolar 3
A_23_P103454	0.602884	2.32E-01	-1.29	-5.79559	-7.69E-01	NBPF3	neuroblastoma breakpoint family member 3
A_24_P174503	0.602884	2.32E-01	1.29	-5.795666	5.82E-01	AMT	aminomethyltransferase
A_24_P209765	0.602884	2.32E-01	1.29	-5.795725	4.68E-01	DCTN3	dynactin subunit 3
A_24_P34568	0.602884	2.32E-01	-1.29	-5.795733	-5.57E-01	AMER3	APC membrane recruitment protein 3
A_24_P282266	0.602884	2.32E-01	1.29	-5.795747	9.02E-01	LOC100287221	uncharacterized LOC100287221
A_32_P148948	0.602972	2.32E-01	1.29	-5.796002	5.75E-01		
A_24_P70117	0.602972	2.32E-01	1.29	-5.796053	8.31E-01	DTWD1	DTW domain containing 1
A_23_P320878	0.602972	2.32E-01	-1.29	-5.796066	-6.12E-01	METTL21B	methyltransferase like 21B
A_24_P500584	0.602972	2.32E-01	1.29	-5.796105	2.56	XIST	X inactive specific transcript (non-protein coding)
A_24_P10226	0.602972	2.32E-01	-1.29	-5.796149	-5.30E-01	SEMA6D	semaphorin 6D
A_24_P933965	0.602972	2.32E-01	-1.29	-5.796181	-9.90E-01		
A_23_P348684	0.603035	2.33E-01	-1.29	-5.796319	-5.27E-01	PRICKLE3	prickle planar cell polarity protein 3
A_23_P43557	0.603173	2.33E-01	-1.29	-5.79656	-5.63E-01	DENND1A	DENN domain containing 1A
A_24_P916515	0.603445	2.33E-01	-1.29	-5.796984	-6.37E-01		
A_23_P31218	0.603476	2.33E-01	1.29	-5.797079	6.23E-01	C7orf13	chromosome 7 open reading frame 13
A_23_P83453	0.603477	2.33E-01	1.29	-5.797132	4.70E-01	SMARCC1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
A_23_P95553	0.603619	2.33E-01	1.29	-5.797379	5.05E-01	WDR6	WD repeat domain 6
A_23_P200043	0.603791	2.33E-01	1.29	-5.797666	7.84E-01	CEP104	centrosomal protein 104
A_24_P835921	0.603801	2.33E-01	-1.29	-5.797732	-5.49E-01		
A_24_P600087	0.603872	2.33E-01	1.29	-5.797921	5.47E-01		
A_24_P254506	0.603872	2.33E-01	1.29	-5.797957	4.75E-01	PAGE4	PAGE family member 4
A_24_P324712	0.603872	2.33E-01	-1.29	-5.797987	-5.81E-01	NPC1L1	NPC1 like intracellular cholesterol transporter 1
A_23_P126416	0.603872	2.33E-01	1.29	-5.798058	1.45	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1
A_24_P187614	0.603872	2.33E-01	-1.29	-5.798126	-4.93E-01	LOC100129648	uncharacterized LOC100129648
A_24_P243373	0.603872	2.33E-01	1.29	-5.798219	5.53E-01	PCDHB7	protocadherin beta 7
A_24_P944049	0.603872	2.33E-01	1.29	-5.79824	5.11E-01	CEP68	centrosomal protein 68
A_32_P121704	0.603872	2.33E-01	1.29	-5.798318	8.92E-01		
A_23_P112220	0.603872	2.33E-01	-1.29	-5.798448	-9.59E-01	INSL4	insulin like 4
A_32_P162322	0.603872	2.33E-01	1.29	-5.798502	6.15E-01		
A_32_P94444	0.603872	2.33E-01	1.29	-5.798559	7.05E-01	PRSS2	"protease, serine 2"
A_24_P41309	0.603872	2.33E-01	1.29	-5.79861	8.43E-01	HNRNPA1P27	heterogeneous nuclear ribonucleoprotein A1 pseudogene 27
A_23_P134078	0.603872	2.33E-01	-1.29	-5.798663	-6.84E-01	CDYL	chromodomain Y-like
A_24_P298744	0.603872	2.33E-01	-1.29	-5.798685	-8.40E-01		
A_23_P138099	0.603872	2.33E-01	-1.29	-5.798735	-4.64E-01	ABL2	"ABL proto-oncogene 2, non-receptor tyrosine kinase"
A_23_P132619	0.603872	2.33E-01	1.29	-5.798768	1.02	OXTR	oxytocin receptor
A_23_P13202	0.603872	2.33E-01	-1.29	-5.798773	-5.52E-01		
A_23_P100539	0.603872	2.33E-01	1.29	-5.7988	6.79E-01	ABCC6	ATP binding cassette subfamily C member 6
A_24_P33477	0.603872	2.33E-01	-1.29	-5.798866	-6.02E-01	CTNNA2	catenin alpha 2
A_23_P66967	0.603872	2.33E-01	-1.29	-5.798871	-6.74E-01	CETN1	centrin 1
A_23_P205228	0.603937	2.33E-01	1.29	-5.799093	4.51E-01	ATP7B	ATPase copper transporting beta
A_32_P113193	0.603937	2.33E-01	1.29	-5.799174	6.08E-01	ZNF592	zinc finger protein 592
A_23_P133916	0.603937	2.33E-01	-1.29	-5.799207	-5.69E-01	C2	complement component 2
A_32_P80741	0.603937	2.33E-01	1.29	-5.799217	6.41E-01	C8orf22	chromosome 8 open reading frame 22
A_23_P320159	0.603937	2.33E-01	1.29	-5.799242	8.30E-01	TCEANC	transcription elongation factor A N-terminal and central domain containing
A_24_P77941	0.603937	2.33E-01	-1.29	-5.799271	-8.66E-01	VPS50	"VPS50, EARP/GARPII complex subunit"
A_24_P552677	0.604003	2.33E-01	-1.29	-5.799484	-9.25E-01		
A_23_P72235	0.604003	2.33E-01	1.29	-5.79953	5.21E-01	PHF2	PHD finger protein 2
A_32_P140049	0.604003	2.33E-01	-1.29	-5.799566	-8.71E-01		
A_24_P53600	0.604003	2.33E-01	1.29	-5.79957	8.95E-01	ATRN	attractin
A_24_P21985	0.604046	2.33E-01	-1.28	-5.79968	-5.89E-01	FOXJ2	forkhead box J2
A_23_P390876	0.604079	2.33E-01	1.28	-5.799778	6.11E-01	MBLAC2	metallo-beta-lactamase domain containing 2
A_24_P131522	0.604096	2.34E-01	1.28	-5.799886	1.16	ANTXR1	anthrax toxin receptor 1
A_32_P9253	0.604096	2.34E-01	1.28	-5.800005	5.74E-01		
A_23_P387943	0.604096	2.34E-01	1.28	-5.800044	5.18E-01	CASP2	caspase 2
A_23_P127522	0.604096	2.34E-01	-1.28	-5.80009	-5.64E-01	HYLS1	"HYLS1, centriolar and ciliogenesis associated"
A_24_P941051	0.604096	2.34E-01	-1.28	-5.800136	-6.42E-01	CSTF2T	"cleavage stimulation factor subunit 2, tau variant"
A_23_P89132	0.604096	2.34E-01	1.28	-5.800276	1.14	ZP2	zona pellucida glycoprotein 2
A_24_P127954	0.604096	2.34E-01	-1.28	-5.800288	-5.31E-01		
A_32_P69536	0.604096	2.34E-01	-1.28	-5.800292	-2.08		
A_24_P93633	0.604096	2.34E-01	1.28	-5.800328	7.49E-01	DENND4C	DENN domain containing 4C
A_32_P8971	0.604096	2.34E-01	1.28	-5.800381	7.39E-01		
A_24_P933802	0.604096	2.34E-01	1.28	-5.800438	5.45E-01	PEAK1	pseudopodium enriched atypical kinase 1
A_23_P91783	0.604096	2.34E-01	1.28	-5.800492	8.72E-01	PRR5-ARHGAP8	PRR5-ARHGAP8 readthrough
A_23_P301572	0.604096	2.34E-01	1.28	-5.800556	5.66E-01	FAM184B	family with sequence similarity 184 member B
A_23_P427472	0.604096	2.34E-01	1.28	-5.800591	8.96E-01	FAM193B	family with sequence similarity 193 member B
A_32_P200092	0.604096	2.34E-01	-1.28	-5.800612	-5.15E-01		
A_23_P370625	0.604096	2.34E-01	1.28	-5.800634	7.80E-01	SEPN1	"selenoprotein N, 1"
A_32_P78295	0.604101	2.34E-01	1.28	-5.800692	1.03	ATOH7	atonal bHLH transcription factor 7
A_32_P118461	0.604105	2.34E-01	1.28	-5.80075	4.81E-01		
A_32_P154445	0.60418	2.34E-01	1.28	-5.800947	1.11		
A_32_P437735	0.60418	2.34E-01	-1.28	-5.800956	-1.17	LINC01619	long intergenic non-protein coding RNA 1619
A_23_P431381	0.604217	2.34E-01	-1.28	-5.801057	-4.65E-01	C14orf80	chromosome 14 open reading frame 80
A_23_P142969	0.604248	2.34E-01	1.28	-5.801178	6.19E-01	ZNF2	zinc finger protein 2
A_32_P31992	0.604248	2.34E-01	-1.28	-5.801205	-4.56E-01		
A_24_P251381	0.604307	2.34E-01	-1.28	-5.801337	-6.70E-01	NHEJ1	non-homologous end joining factor 1
A_23_P102258	0.604327	2.34E-01	1.28	-5.801415	4.75E-01	MRPL53	mitochondrial ribosomal protein L53
A_24_P815488	0.604648	2.34E-01	-1.28	-5.801906	-7.83E-01		
A_23_P29638	0.604663	2.34E-01	1.28	-5.801978	7.37E-01	NCKIPSD	NCK interacting protein with SH3 domain
A_23_P89431	0.604738	2.34E-01	-1.28	-5.802196	-1.49	CCL2	C-C motif chemokine ligand 2
A_24_P231173	0.604738	2.34E-01	1.28	-5.802208	6.10E-01	GIGYF1	GRB10 interacting GYF protein 1
A_23_P254081	0.604738	2.34E-01	1.28	-5.802236	5.23E-01	LIAS	lipoic acid synthetase
A_23_P201109	0.60478	2.34E-01	-1.28	-5.802349	-8.46E-01	DKFZP434C153	DKFZP434C153 protein
A_23_P85269	0.60478	2.34E-01	1.28	-5.802507	8.77E-01	TTN	titin
A_24_P8109	0.60478	2.34E-01	-1.28	-5.802512	-7.76E-01	ANO9	anoctamin 9
A_23_P216278	0.60478	2.34E-01	-1.28	-5.802544	-6.06E-01	ASAP1	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
A_23_P108514	0.60478	2.34E-01	1.28	-5.802595	8.60E-01	STK16	serine/threonine kinase 16
A_23_P5325	0.60478	2.34E-01	-1.28	-5.802604	-5.12E-01	ERCC3	"ERCC excision repair 3, TFIIH core complex helicase subunit"
A_23_P327551	0.604883	2.34E-01	-1.28	-5.802796	-5.24E-01	CPNE4	copine 4
A_24_P167030	0.604884	2.34E-01	1.28	-5.80285	5.09E-01	AP3M1	adaptor related protein complex 3 mu 1 subunit
A_23_P348349	0.604917	2.34E-01	-1.28	-5.802954	-6.58E-01		
A_24_P73370	0.604917	2.34E-01	1.28	-5.803088	7.10E-01	ULK1	unc-51 like autophagy activating kinase 1
A_24_P64524	0.604917	2.34E-01	-1.28	-5.803176	-5.44E-01	C11orf72	chromosome 11 open reading frame 72
A_24_P281913	0.604917	2.34E-01	-1.28	-5.80321	-6.81E-01	KMT2A	lysine methyltransferase 2A
A_24_P124550	0.604917	2.34E-01	-1.28	-5.803259	-1.19	CCND1	cyclin D1
A_23_P397019	0.604917	2.34E-01	1.28	-5.803266	4.75E-01	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25
A_24_P144961	0.604917	2.34E-01	1.28	-5.803351	5.91E-01		
A_24_P628384	0.604917	2.35E-01	1.28	-5.803366	7.35E-01	ALKBH2	"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
A_24_P46093	0.604917	2.35E-01	1.28	-5.803376	6.41E-01	SLC6A6	solute carrier family 6 member 6
A_23_P972	0.604917	2.35E-01	1.28	-5.803413	7.56E-01		
A_24_P282288	0.605041	2.35E-01	-1.28	-5.803633	-9.68E-01	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1
A_23_P85980	0.605105	2.35E-01	-1.28	-5.803773	-5.16E-01	MAGI3	"membrane associated guanylate kinase, WW and PDZ domain containing 3"
A_24_P408424	0.605142	2.35E-01	-1.28	-5.803874	-5.42E-01	MYH9	"myosin, heavy chain 9, non-muscle"
A_24_P748721	0.605158	2.35E-01	1.28	-5.803964	1.59		
A_23_P142070	0.605158	2.35E-01	1.28	-5.804	1.04	TSPAN16	tetraspanin 16
A_32_P184448	0.605243	2.35E-01	-1.28	-5.804242	-8.68E-01	CCDC178	coiled-coil domain containing 178
A_24_P937751	0.605243	2.35E-01	1.28	-5.80436	5.37E-01		
A_32_P205944	0.605243	2.35E-01	-1.28	-5.804387	-5.69E-01	RGPD5	RANBP2-like and GRIP domain containing 5
A_23_P382602	0.605243	2.35E-01	1.28	-5.804389	7.10E-01	BCL9	B-cell CLL/lymphoma 9
A_23_P18017	0.605243	2.35E-01	1.28	-5.804416	1.13	CPA3	carboxypeptidase A3
A_23_P27734	0.605243	2.35E-01	1.28	-5.804544	1.46	NPAS1	neuronal PAS domain protein 1
A_23_P412491	0.605243	2.35E-01	1.28	-5.804556	9.62E-01	NHLH2	nescient helix-loop-helix 2
A_24_P50208	0.605243	2.35E-01	1.28	-5.804589	6.96E-01		
A_23_P254967	0.605243	2.35E-01	-1.28	-5.804601	-8.86E-01		
A_24_P815091	0.605243	2.35E-01	1.28	-5.804633	7.82E-01		
A_24_P808016	0.605383	2.35E-01	1.28	-5.804916	7.08E-01		
A_23_P125176	0.605383	2.35E-01	1.28	-5.804927	1.32		
A_24_P34505	0.605409	2.35E-01	1.28	-5.805015	8.55E-01	NOL10	nucleolar protein 10
A_24_P185347	0.605461	2.35E-01	-1.28	-5.805137	-4.83E-01	MBD1	methyl-CpG binding domain protein 1
A_32_P78613	0.605595	2.35E-01	1.28	-5.805372	6.83E-01		
A_24_P520935	0.605654	2.35E-01	1.28	-5.805502	8.11E-01	ZNF385D-AS1	ZNF385D antisense RNA 1
A_23_P66306	0.605724	2.35E-01	1.28	-5.805651	4.98E-01	ALG1	"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase"
A_24_P785894	0.605724	2.35E-01	1.28	-5.805701	8.88E-01	PCAT6	prostate cancer associated transcript 6 (non-protein coding)
A_23_P425332	0.60577	2.35E-01	1.28	-5.805829	7.54E-01	PPP4R4	protein phosphatase 4 regulatory subunit 4
A_23_P208041	0.60577	2.35E-01	-1.28	-5.805915	-5.95E-01	ZNF24	zinc finger protein 24
A_23_P127557	0.60577	2.35E-01	1.28	-5.80592	6.63E-01	KBTBD3	kelch repeat and BTB domain containing 3
A_23_P62070	0.605772	2.35E-01	1.28	-5.805982	6.29E-01	SLC6A19	solute carrier family 6 member 19
A_32_P40463	0.605772	2.35E-01	-1.28	-5.806025	-1.5	NUDT9P1	nudix hydrolase 9 pseudogene 1
A_24_P392910	0.605802	2.35E-01	-1.28	-5.80612	-5.47E-01		
A_24_P940233	0.605802	2.35E-01	-1.28	-5.806198	-6.31E-01		
A_24_P297537	0.605802	2.35E-01	1.28	-5.806221	5.37E-01	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator
A_32_P122089	0.605858	2.35E-01	1.28	-5.806384	4.74E-01		
A_32_P96419	0.605858	2.35E-01	-1.28	-5.806433	-4.62E-01		
A_23_P46118	0.605858	2.35E-01	-1.28	-5.806518	-5.41E-01	CHML	"CHM like, Rab escort protein 2"
A_24_P622375	0.605858	2.35E-01	-1.28	-5.806523	-7.92E-01		
A_24_P848379	0.605858	2.35E-01	1.28	-5.806556	8.79E-01		
A_23_P152963	0.605912	2.35E-01	1.28	-5.806681	4.80E-01	BORCS6	BLOC-1 related complex subunit 6
A_23_P169017	0.605943	2.36E-01	1.28	-5.806894	1.09	DEFB103B	defensin beta 103B
A_24_P118231	0.605943	2.36E-01	-1.28	-5.806913	-4.99E-01	ATP5S	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"
A_24_P356916	0.605943	2.36E-01	1.28	-5.806925	8.71E-01	SLC13A3	solute carrier family 13 member 3
A_32_P109755	0.605943	2.36E-01	-1.28	-5.806956	-7.51E-01		
A_32_P134493	0.605943	2.36E-01	1.28	-5.806981	1.05		
A_23_P217538	0.605974	2.36E-01	1.28	-5.807106	5.13E-01		
A_23_P116557	0.605974	2.36E-01	-1.28	-5.807127	-6.03E-01	LGALS9	galectin 9
A_32_P227043	0.605998	2.36E-01	1.28	-5.80721	7.27E-01		
