ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P983	0.7561	4.36E-01	8.20E-01	-6.150934	4.26E-01	PRDX6	peroxiredoxin 6
A_24_P29818	0.75634	4.36E-01	8.19E-01	-6.151202	3.41E-01	RPL30	ribosomal protein L30
A_24_P15640	0.75634	4.36E-01	8.19E-01	-6.151224	6.01E-01	UHRF1	ubiquitin like with PHD and ring finger domains 1
A_23_P326020	0.75634	4.36E-01	-8.19E-01	-6.151248	-4.30E-01	CSMD3	CUB and Sushi multiple domains 3
A_24_P370420	0.75634	4.36E-01	8.19E-01	-6.151276	4.49E-01	RCC1L	RCC1 like
A_24_P576591	0.75634	4.36E-01	8.19E-01	-6.151344	3.05E-01		
A_23_P110304	0.75634	4.36E-01	-8.19E-01	-6.151345	-6.26E-01	CNOT6L	CCR4-NOT transcription complex subunit 6 like
A_23_P140009	0.75634	4.36E-01	8.19E-01	-6.15137	6.26E-01	SLC10A2	solute carrier family 10 member 2
A_32_P53212	0.75634	4.36E-01	-8.19E-01	-6.151377	-3.60E-01		
A_23_P79360	0.75634	4.36E-01	8.19E-01	-6.151399	4.61E-01	NOSTRIN	nitric oxide synthase trafficking
A_32_P11425	0.75637	4.37E-01	8.19E-01	-6.151511	5.30E-01		
A_23_P12992	0.75637	4.37E-01	8.19E-01	-6.151514	2.98E-01	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
A_24_P930237	0.75637	4.37E-01	-8.19E-01	-6.151516	-3.03E-01		
A_23_P311585	0.75647	4.37E-01	-8.19E-01	-6.151625	-4.16E-01	KRTAP9-9	keratin associated protein 9-9
A_23_P343719	0.75649	4.37E-01	-8.19E-01	-6.151672	-4.13E-01	PLCB3	phospholipase C beta 3
A_24_P288779	0.75655	4.37E-01	-8.19E-01	-6.151758	-3.04E-01	XAGE5	X antigen family member 5
A_23_P317098	0.75655	4.37E-01	-8.19E-01	-6.151819	-3.39E-01	KLC3	kinesin light chain 3
A_23_P127652	0.75655	4.37E-01	8.19E-01	-6.151841	4.30E-01	ZNF202	zinc finger protein 202
A_24_P136441	0.75655	4.37E-01	8.19E-01	-6.151847	4.62E-01		
A_32_P24877	0.75655	4.37E-01	-8.18E-01	-6.151943	-4.94E-01		
A_23_P322196	0.75655	4.37E-01	-8.18E-01	-6.151946	-5.29E-01	NOM1	nucleolar protein with MIF4G domain 1
A_32_P224888	0.75655	4.37E-01	-8.18E-01	-6.151974	-4.39E-01	FYN	"FYN proto-oncogene, Src family tyrosine kinase"
A_23_P369237	0.75655	4.37E-01	-8.18E-01	-6.151982	-3.26E-01	ADIPOQ	"adiponectin, C1Q and collagen domain containing"
A_24_P945355	0.75655	4.37E-01	8.18E-01	-6.151987	4.69E-01		
A_24_P782020	0.75655	4.37E-01	-8.18E-01	-6.152037	-3.43E-01		
A_24_P228026	0.75655	4.37E-01	8.18E-01	-6.152095	3.77E-01	CYB5D2	cytochrome b5 domain containing 2
A_23_P133656	0.75655	4.37E-01	-8.18E-01	-6.152107	-3.04E-01	LAMA4	laminin subunit alpha 4
A_23_P338919	0.75655	4.37E-01	-8.18E-01	-6.152131	-3.55E-01	SPEG	SPEG complex locus
A_23_P23411	0.75655	4.37E-01	-8.18E-01	-6.1522	-3.29E-01	PRCC	papillary renal cell carcinoma (translocation-associated)
A_23_P68966	0.75655	4.37E-01	-8.18E-01	-6.152204	-3.64E-01	DESI1	desumoylating isopeptidase 1
A_24_P941649	0.75655	4.37E-01	-8.18E-01	-6.152257	-5.55E-01	VPS37A	"VPS37A, ESCRT-I subunit"
A_23_P26746	0.75655	4.37E-01	8.18E-01	-6.15226	3.93E-01		
A_24_P364025	0.75655	4.37E-01	8.18E-01	-6.152365	4.18E-01	UBE2D1	ubiquitin conjugating enzyme E2 D1
A_24_P734953	0.75655	4.37E-01	8.18E-01	-6.152376	5.90E-01	TRNP1	TMF1-regulated nuclear protein 1
A_32_P113982	0.75655	4.37E-01	8.18E-01	-6.152383	5.73E-01		
A_24_P221615	0.75655	4.37E-01	8.18E-01	-6.152411	3.87E-01		
A_23_P91446	0.75655	4.37E-01	8.18E-01	-6.152419	7.00E-01	MMP24	matrix metallopeptidase 24
A_23_P307346	0.75655	4.37E-01	8.18E-01	-6.152419	3.37E-01	CA5B	carbonic anhydrase 5B
A_23_P353541	0.75655	4.37E-01	-8.18E-01	-6.152435	-3.77E-01	DLX6	distal-less homeobox 6
A_24_P196024	0.75655	4.37E-01	8.18E-01	-6.152441	3.38E-01		
A_24_P98524	0.75657	4.37E-01	8.18E-01	-6.152495	3.29E-01	PPP3CB	protein phosphatase 3 catalytic subunit beta
A_32_P191417	0.75657	4.37E-01	-8.18E-01	-6.152514	-5.11E-01		
A_23_P303329	0.7567	4.37E-01	-8.18E-01	-6.15267	-4.08E-01	CTU1	cytosolic thiouridylase subunit 1
A_23_P206435	0.7567	4.37E-01	-8.18E-01	-6.152684	-3.74E-01	GAS8	growth arrest specific 8
A_32_P216520	0.7567	4.37E-01	-8.18E-01	-6.152713	-3.78E-01	WIF1	WNT inhibitory factor 1
A_23_P39223	0.75681	4.37E-01	-8.17E-01	-6.152837	-4.05E-01	ZNF2	zinc finger protein 2
A_23_P204375	0.7569	4.37E-01	-8.17E-01	-6.15295	-5.36E-01	LPAR5	lysophosphatidic acid receptor 5
A_32_P226525	0.75698	4.38E-01	-8.17E-01	-6.153069	-3.43E-01		
A_24_P23400	0.75698	4.38E-01	8.17E-01	-6.153104	3.08E-01	SLC6A8	solute carrier family 6 member 8
A_23_P22190	0.75698	4.38E-01	-8.17E-01	-6.153109	-3.98E-01	ESRRB	estrogen related receptor beta
A_32_P177934	0.75698	4.38E-01	8.17E-01	-6.153161	4.17E-01		
A_23_P211345	0.75698	4.38E-01	8.17E-01	-6.153189	6.13E-01	TBX1	T-box 1
A_32_P142700	0.75698	4.38E-01	-8.17E-01	-6.153191	-3.00E-01	C22orf15	chromosome 22 open reading frame 15
A_24_P664624	0.75699	4.38E-01	-8.17E-01	-6.153224	-3.10E-01		
A_24_P467568	0.75701	4.38E-01	-8.17E-01	-6.15327	-3.03E-01		
A_24_P201973	0.75711	4.38E-01	8.17E-01	-6.153389	9.51E-01	TEP1	telomerase associated protein 1
A_32_P26483	0.75718	4.38E-01	8.17E-01	-6.153481	8.66E-01		
A_24_P398016	0.75723	4.38E-01	8.17E-01	-6.153552	5.78E-01	STRBP	spermatid perinuclear RNA binding protein
A_24_P936363	0.75723	4.38E-01	8.16E-01	-6.153649	5.42E-01	ERVK13-1	endogenous retrovirus group K13 member 1
A_32_P458472	0.75723	4.38E-01	-8.16E-01	-6.153662	-4.09E-01	STUM	"stum, mechanosensory transduction mediator homolog"
A_23_P103070	0.75723	4.38E-01	8.16E-01	-6.153692	5.72E-01	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
A_23_P211659	0.75723	4.38E-01	-8.16E-01	-6.153721	-3.88E-01	CERK	ceramide kinase
A_24_P49747	0.75723	4.38E-01	8.16E-01	-6.153738	3.36E-01		
A_24_P516594	0.75723	4.38E-01	-8.16E-01	-6.153773	-3.03E-01	LOC101930421	uncharacterized LOC101930421
A_24_P50818	0.75723	4.38E-01	8.16E-01	-6.153783	4.37E-01	GTF3C3	general transcription factor IIIC subunit 3
A_24_P20506	0.75723	4.38E-01	8.16E-01	-6.153784	4.16E-01	CRMP1	collapsin response mediator protein 1
A_24_P40229	0.75724	4.38E-01	-8.16E-01	-6.153819	-3.58E-01	CRNKL1	crooked neck pre-mRNA splicing factor 1
A_24_P40001	0.75726	4.38E-01	8.16E-01	-6.153868	5.77E-01	SIGLEC8	sialic acid binding Ig like lectin 8
A_23_P15284	0.75727	4.38E-01	8.16E-01	-6.1539	2.93E-01	METTL22	methyltransferase like 22
A_23_P65967	0.75727	4.38E-01	8.16E-01	-6.153929	4.68E-01	SLC38A7	solute carrier family 38 member 7
A_24_P136744	0.75727	4.38E-01	8.16E-01	-6.153963	4.28E-01	LOC101927502	uncharacterized LOC101927502
A_23_P96291	0.75727	4.38E-01	-8.16E-01	-6.153987	-3.20E-01	MAGEA1	MAGE family member A1
A_32_P160348	0.75732	4.38E-01	8.16E-01	-6.15406	5.21E-01		
A_23_P200143	0.75732	4.38E-01	8.16E-01	-6.154084	3.84E-01	DCAF8	DDB1 and CUL4 associated factor 8
A_24_P794447	0.75738	4.38E-01	-8.16E-01	-6.154167	-3.63E-01	MIR100HG	mir-100-let-7a-2 cluster host gene
A_23_P102235	0.75748	4.38E-01	-8.16E-01	-6.154282	-3.27E-01	SNRPG	small nuclear ribonucleoprotein polypeptide G
A_23_P53370	0.75748	4.38E-01	8.16E-01	-6.154313	5.69E-01	RND1	Rho family GTPase 1
A_23_P18913	0.75752	4.38E-01	-8.16E-01	-6.154379	-5.22E-01	OR2V2	olfactory receptor family 2 subfamily V member 2
A_23_P146058	0.75753	4.38E-01	-8.15E-01	-6.154434	-3.51E-01	ATP6V1C1	ATPase H+ transporting V1 subunit C1
A_24_P278602	0.75753	4.38E-01	-8.15E-01	-6.15444	-4.67E-01	IL18BP	interleukin 18 binding protein
A_23_P37127	0.75753	4.39E-01	-8.15E-01	-6.154513	-3.06E-01	FOXA1	forkhead box A1
A_32_P6062	0.75753	4.39E-01	8.15E-01	-6.154563	3.51E-01		
A_23_P126499	0.75753	4.39E-01	-8.15E-01	-6.154572	-4.99E-01	RSG1	REM2 and RAB like small GTPase 1
A_24_P170295	0.75753	4.39E-01	8.15E-01	-6.154591	4.32E-01	HSP90AB1	heat shock protein 90 alpha family class B member 1
A_24_P162173	0.75753	4.39E-01	-8.15E-01	-6.154592	-5.73E-01	ANK3	"ankyrin 3, node of Ranvier (ankyrin G)"
A_32_P221517	0.75753	4.39E-01	-8.15E-01	-6.154643	-6.57E-01		
A_23_P202013	0.75753	4.39E-01	-8.15E-01	-6.154677	-4.89E-01	ZEB1	zinc finger E-box binding homeobox 1
A_24_P923676	0.75753	4.39E-01	-8.15E-01	-6.154692	-3.47E-01		
A_24_P923514	0.75753	4.39E-01	-8.15E-01	-6.154721	-3.02E-01		
A_24_P902728	0.75753	4.39E-01	-8.15E-01	-6.154737	-3.27E-01	CAPRIN1	cell cycle associated protein 1
A_23_P421843	0.75753	4.39E-01	-8.15E-01	-6.154758	-4.51E-01		
A_24_P234768	0.75758	4.39E-01	-8.15E-01	-6.154826	-5.41E-01	HTR4	5-hydroxytryptamine receptor 4
A_23_P141315	0.75773	4.39E-01	8.15E-01	-6.154991	3.64E-01	NLE1	notchless homolog 1
A_24_P63563	0.75782	4.39E-01	8.15E-01	-6.155096	3.83E-01	KIAA0141	KIAA0141
A_23_P92562	0.75783	4.39E-01	-8.15E-01	-6.155174	-3.76E-01	ADH7	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
A_23_P166135	0.75783	4.39E-01	-8.15E-01	-6.155178	-4.61E-01	XRN2	5'-3' exoribonuclease 2
A_32_P42018	0.75783	4.39E-01	8.14E-01	-6.155225	4.50E-01	CCDC179	coiled-coil domain containing 179
A_24_P138713	0.75783	4.39E-01	8.14E-01	-6.155246	5.73E-01	HEATR3	HEAT repeat containing 3
A_32_P720619	0.75783	4.39E-01	-8.14E-01	-6.155297	-3.66E-01		
A_32_P119165	0.75783	4.39E-01	8.14E-01	-6.155305	4.07E-01		
A_24_P41629	0.75783	4.39E-01	8.14E-01	-6.155315	3.56E-01	RPL21P44	ribosomal protein L21 pseudogene 44
A_23_P157405	0.75783	4.39E-01	8.14E-01	-6.155349	3.96E-01	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2
A_24_P345958	0.75783	4.39E-01	-8.14E-01	-6.155393	-5.53E-01	SPATA18	spermatogenesis associated 18
A_32_P234722	0.75783	4.39E-01	8.14E-01	-6.155398	5.62E-01		
A_24_P497843	0.75783	4.39E-01	-8.14E-01	-6.155486	-3.13E-01		
A_24_P128312	0.75783	4.39E-01	-8.14E-01	-6.155507	-3.25E-01	ZNF79	zinc finger protein 79
A_24_P409772	0.75783	4.39E-01	-8.14E-01	-6.155509	-3.93E-01		
A_32_P120084	0.75783	4.39E-01	-8.14E-01	-6.155511	-4.17E-01	CCDC59	coiled-coil domain containing 59
A_23_P77274	0.75783	4.39E-01	-8.14E-01	-6.155565	-4.17E-01	UBE2Q2	ubiquitin conjugating enzyme E2 Q2
A_32_P83579	0.75783	4.39E-01	8.14E-01	-6.155574	3.95E-01		
A_32_P7105	0.75783	4.39E-01	8.14E-01	-6.155604	4.42E-01		
A_24_P935967	0.75783	4.39E-01	-8.14E-01	-6.155623	-3.73E-01		
A_24_P145184	0.75783	4.39E-01	-8.14E-01	-6.155642	-3.02E-01	BRINP1	BMP/retinoic acid inducible neural specific 1
A_32_P3705	0.75789	4.39E-01	8.14E-01	-6.15572	3.61E-01	ZNF740	zinc finger protein 740
A_24_P858232	0.75793	4.39E-01	8.14E-01	-6.155824	3.56E-01		
A_32_P70237	0.75793	4.39E-01	8.14E-01	-6.15585	3.93E-01		
A_23_P390445	0.75793	4.39E-01	-8.14E-01	-6.155891	-3.76E-01	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C
A_24_P67898	0.75793	4.39E-01	-8.14E-01	-6.15592	-4.53E-01	MGEA5	meningioma expressed antigen 5 (hyaluronidase)
A_23_P393955	0.75793	4.39E-01	-8.14E-01	-6.155939	-3.01E-01	NUTM1	NUT midline carcinoma family member 1
A_23_P217797	0.75793	4.39E-01	8.14E-01	-6.156	3.05E-01	DDX3Y	"DEAD-box helicase 3, Y-linked"
A_32_P168670	0.75793	4.39E-01	8.14E-01	-6.156005	4.63E-01		
A_24_P418908	0.75793	4.39E-01	8.14E-01	-6.156019	6.11E-01		
A_24_P111229	0.75793	4.40E-01	-8.13E-01	-6.156088	-3.03E-01	PRO2958	uncharacterized LOC100128329
A_24_P650893	0.75793	4.40E-01	8.13E-01	-6.156118	3.55E-01		
A_32_P8156	0.75793	4.40E-01	-8.13E-01	-6.156142	-2.90E-01	C10orf107	chromosome 10 open reading frame 107
A_24_P791968	0.75793	4.40E-01	8.13E-01	-6.156167	5.50E-01		
A_23_P65797	0.75793	4.40E-01	8.13E-01	-6.156187	3.49E-01	KLHL25	kelch like family member 25
A_23_P218412	0.75793	4.40E-01	-8.13E-01	-6.156195	-3.99E-01	SPAG7	sperm associated antigen 7
A_32_P173955	0.75793	4.40E-01	8.13E-01	-6.156215	3.39E-01		
A_23_P207493	0.75793	4.40E-01	-8.13E-01	-6.156249	-3.84E-01	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
A_32_P42329	0.75793	4.40E-01	-8.13E-01	-6.156252	-3.51E-01		
A_24_P272993	0.75793	4.40E-01	8.13E-01	-6.156264	4.32E-01	MEG3	maternally expressed 3 (non-protein coding)
A_24_P72139	0.75795	4.40E-01	8.13E-01	-6.156312	6.64E-01	NAIP	NLR family apoptosis inhibitory protein
A_24_P207195	0.75799	4.40E-01	8.13E-01	-6.156395	5.45E-01	IRX3	iroquois homeobox 3
A_23_P10966	0.75799	4.40E-01	-8.13E-01	-6.156405	-5.47E-01	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit
A_23_P343594	0.75808	4.40E-01	-8.13E-01	-6.156554	-3.19E-01	USP40	ubiquitin specific peptidase 40
A_23_P71948	0.75808	4.40E-01	-8.13E-01	-6.156561	-3.04E-01	AKNA	AT-hook transcription factor
A_32_P14222	0.75808	4.40E-01	-8.13E-01	-6.156564	-3.01E-01		
A_23_P315425	0.75826	4.40E-01	8.13E-01	-6.156755	4.77E-01		
A_23_P210756	0.7583	4.40E-01	-8.13E-01	-6.156817	-3.56E-01	SNAP25	synaptosome associated protein 25
A_23_P82286	0.75839	4.40E-01	8.12E-01	-6.156966	5.41E-01	ZAN	zonadhesin (gene/pseudogene)
A_24_P945283	0.75839	4.40E-01	-8.12E-01	-6.156985	-5.07E-01	DLG3	discs large MAGUK scaffold protein 3
A_23_P85888	0.75839	4.40E-01	-8.12E-01	-6.156986	-3.52E-01	CLK2	CDC like kinase 2
A_23_P20316	0.75842	4.40E-01	-8.12E-01	-6.157042	-3.33E-01	CA3	carbonic anhydrase 3
A_24_P103060	0.75842	4.40E-01	-8.12E-01	-6.157128	-4.27E-01	MCFD2	multiple coagulation factor deficiency 2
A_24_P163113	0.75842	4.40E-01	8.12E-01	-6.157154	4.34E-01	CDV3	CDV3 homolog
A_23_P4679	0.75842	4.40E-01	8.12E-01	-6.157158	3.90E-01	ERF	ETS2 repressor factor
A_32_P332317	0.75842	4.40E-01	-8.12E-01	-6.157211	-2.97E-01	BLACAT1	bladder cancer associated transcript 1 (non-protein coding)
A_24_P218757	0.75842	4.40E-01	8.12E-01	-6.157265	3.55E-01	FAM86C1	family with sequence similarity 86 member C1
A_32_P84237	0.75842	4.40E-01	-8.12E-01	-6.157294	-3.51E-01	ERICH3	glutamate rich 3
A_24_P299590	0.75842	4.40E-01	-8.12E-01	-6.157296	-3.06E-01		
A_23_P140347	0.75842	4.40E-01	-8.12E-01	-6.157317	-4.75E-01	PAPLN	"papilin, proteoglycan like sulfated glycoprotein"
A_24_P922139	0.75842	4.40E-01	-8.12E-01	-6.157322	-3.01E-01	CREM	cAMP responsive element modulator
A_24_P290927	0.75842	4.40E-01	-8.12E-01	-6.157336	-1.22	UBAP2L	ubiquitin associated protein 2 like
A_32_P142128	0.75842	4.40E-01	8.12E-01	-6.157348	5.78E-01	BMS1P5	"BMS1, ribosome biogenesis factor pseudogene 5"
A_23_P126782	0.75845	4.40E-01	8.12E-01	-6.157404	1.01	F3	"coagulation factor III, tissue factor"
A_24_P800683	0.7585	4.40E-01	-8.12E-01	-6.157515	-3.63E-01		
A_24_P376199	0.7585	4.40E-01	-8.12E-01	-6.15752	-3.42E-01		
A_23_P145408	0.7585	4.40E-01	8.12E-01	-6.157533	3.42E-01	FUCA2	"fucosidase, alpha-L- 2, plasma"
A_23_P396858	0.7585	4.41E-01	-8.12E-01	-6.157587	-3.07E-01	FZD8	frizzled class receptor 8
A_23_P154022	0.7585	4.41E-01	8.12E-01	-6.157603	2.95E-01	WDCP	WD repeat and coiled coil containing
A_24_P115796	0.7585	4.41E-01	8.12E-01	-6.15765	6.22E-01		
A_23_P250694	0.7585	4.41E-01	-8.12E-01	-6.157663	-3.01E-01	TSGA13	testis specific 13
A_24_P110937	0.7585	4.41E-01	8.12E-01	-6.157698	6.84E-01		
A_23_P143173	0.7585	4.41E-01	-8.11E-01	-6.157723	-2.90E-01	SLA2	Src like adaptor 2
A_24_P901135	0.7585	4.41E-01	-8.11E-01	-6.157774	-6.98E-01		
A_24_P409661	0.7585	4.41E-01	-8.11E-01	-6.157775	-4.34E-01		
A_24_P305662	0.7585	4.41E-01	8.11E-01	-6.157817	4.12E-01	TRMT2A	tRNA methyltransferase 2 homolog A
A_23_P406508	0.7585	4.41E-01	-8.11E-01	-6.157827	-3.02E-01	PDE1C	phosphodiesterase 1C
A_32_P179295	0.7585	4.41E-01	-8.11E-01	-6.157837	-4.95E-01	CBR3-AS1	CBR3 antisense RNA 1
A_23_P216215	0.75859	4.41E-01	-8.11E-01	-6.157951	-5.38E-01	MTFR1	mitochondrial fission regulator 1
A_23_P412468	0.7586	4.41E-01	8.11E-01	-6.158009	4.34E-01	MAP7D2	MAP7 domain containing 2
A_23_P35055	0.7586	4.41E-01	-8.11E-01	-6.158053	-3.86E-01	NPHS2	"NPHS2, podocin"
A_23_P169470	0.7586	4.41E-01	-8.11E-01	-6.158056	-2.99E-01	CDK9	cyclin dependent kinase 9
A_32_P127052	0.7586	4.41E-01	8.11E-01	-6.158082	3.27E-01	NUDT16	nudix hydrolase 16
A_23_P42514	0.7586	4.41E-01	8.11E-01	-6.158093	3.57E-01	C6orf62	chromosome 6 open reading frame 62
A_23_P374281	0.75866	4.41E-01	-8.11E-01	-6.158214	-2.79E-01	CDC20B	cell division cycle 20B
A_23_P502158	0.75866	4.41E-01	-8.11E-01	-6.158227	-4.62E-01	ADAM11	ADAM metallopeptidase domain 11
A_23_P74900	0.75866	4.41E-01	-8.11E-01	-6.15823	-3.47E-01	ESRRG	estrogen related receptor gamma
A_32_P218355	0.75868	4.41E-01	-8.11E-01	-6.158297	-4.84E-01	C6orf132	chromosome 6 open reading frame 132
A_32_P1587	0.75868	4.41E-01	-8.11E-01	-6.158307	-2.87E-01	ACYP2	acylphosphatase 2
A_24_P782084	0.75869	4.41E-01	-8.11E-01	-6.158345	-3.00E-01		
A_32_P186889	0.75873	4.41E-01	-8.11E-01	-6.158409	-3.62E-01	TPM3	tropomyosin 3
A_24_P725365	0.75881	4.41E-01	8.11E-01	-6.15851	2.98E-01		
A_23_P93912	0.75884	4.41E-01	-8.10E-01	-6.15861	-6.86E-01	ANKIB1	ankyrin repeat and IBR domain containing 1
A_23_P129118	0.75884	4.41E-01	-8.10E-01	-6.158627	-3.36E-01	PDCD7	programmed cell death 7
A_23_P82823	0.75884	4.41E-01	8.10E-01	-6.158636	3.17E-01	PINX1	"PIN2/TERF1 interacting, telomerase inhibitor 1"
A_32_P10894	0.75884	4.41E-01	-8.10E-01	-6.158648	-3.36E-01	LOC145783	uncharacterized LOC145783
A_32_P30730	0.7589	4.41E-01	-8.10E-01	-6.158746	-3.03E-01		
A_24_P916073	0.7589	4.41E-01	-8.10E-01	-6.158769	-5.22E-01	ANKRD34B	ankyrin repeat domain 34B
A_24_P243278	0.7589	4.41E-01	8.10E-01	-6.158793	3.70E-01	DAP	death associated protein
A_32_P33723	0.7589	4.41E-01	8.10E-01	-6.158813	4.36E-01	BTG3	BTG anti-proliferation factor 3
A_24_P937319	0.7589	4.41E-01	8.10E-01	-6.15884	4.92E-01	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
A_24_P315346	0.75893	4.41E-01	8.10E-01	-6.158893	5.04E-01	POM121L8P	"POM121 transmembrane nucleoporin like 8, pseudogene"
A_23_P35791	0.75894	4.41E-01	8.10E-01	-6.15893	3.29E-01	RPS6KA4	ribosomal protein S6 kinase A4
A_32_P202246	0.75894	4.41E-01	-8.10E-01	-6.158979	-3.04E-01	MYO16	myosin XVI
A_23_P37856	0.75894	4.41E-01	-8.10E-01	-6.158988	-3.60E-01	HBA1	hemoglobin subunit alpha 1
A_32_P86318	0.75898	4.41E-01	-8.10E-01	-6.15905	-3.62E-01	RAB43	"RAB43, member RAS oncogene family"
A_23_P123704	0.75899	4.42E-01	-8.10E-01	-6.159111	-3.51E-01	LINC00474	long intergenic non-protein coding RNA 474
A_23_P343680	0.75899	4.42E-01	8.10E-01	-6.159124	3.82E-01		
A_23_P200199	0.75899	4.42E-01	8.10E-01	-6.159145	3.10E-01	TXNDC12	thioredoxin domain containing 12
A_24_P393461	0.75899	4.42E-01	-8.10E-01	-6.159209	-3.11E-01	C1orf43	chromosome 1 open reading frame 43
A_24_P330112	0.75899	4.42E-01	8.10E-01	-6.159236	7.49E-01	MAGOHB	"mago homolog B, exon junction complex core component"
A_23_P125668	0.75899	4.42E-01	8.10E-01	-6.159239	2.99E-01	SLC25A43	solute carrier family 25 member 43
A_24_P67395	0.75899	4.42E-01	-8.10E-01	-6.159254	-3.15E-01	KRT8	keratin 8
A_23_P333228	0.75899	4.42E-01	-8.10E-01	-6.159336	-2.99E-01	4-Mar	membrane associated ring-CH-type finger 4
A_23_P63057	0.75899	4.42E-01	8.09E-01	-6.159367	4.30E-01	GON4L	gon-4 like
A_23_P155236	0.75899	4.42E-01	-8.09E-01	-6.159417	-3.00E-01	MUC13	"mucin 13, cell surface associated"
A_24_P334726	0.75899	4.42E-01	-8.09E-01	-6.159474	-4.47E-01	DENND2A	DENN domain containing 2A
A_24_P280465	0.75899	4.42E-01	-8.09E-01	-6.159496	-4.53E-01	FAM153B	family with sequence similarity 153 member B
A_24_P628683	0.75899	4.42E-01	-8.09E-01	-6.159501	-3.02E-01		
A_32_P230868	0.75899	4.42E-01	-8.09E-01	-6.159519	-3.45E-01	FAM65A	family with sequence similarity 65 member A
A_23_P109964	0.75899	4.42E-01	-8.09E-01	-6.159561	-2.98E-01	CCDC54	coiled-coil domain containing 54
A_24_P858192	0.75899	4.42E-01	-8.09E-01	-6.159566	-8.00E-01		
A_24_P15371	0.75899	4.42E-01	8.09E-01	-6.159573	6.91E-01		
A_23_P361841	0.75899	4.42E-01	-8.09E-01	-6.159607	-6.38E-01	RIMKLB	ribosomal modification protein rimK like family member B
A_23_P22565	0.75899	4.42E-01	-8.09E-01	-6.159616	-3.20E-01	FATE1	fetal and adult testis expressed 1
A_23_P89431	0.75899	4.42E-01	8.09E-01	-6.159635	8.21E-01	CCL2	C-C motif chemokine ligand 2
A_24_P400027	0.75899	4.42E-01	-8.09E-01	-6.159652	-3.40E-01	FAM133A	family with sequence similarity 133 member A
A_23_P145930	0.75899	4.42E-01	-8.09E-01	-6.159675	-3.00E-01		
A_23_P148513	0.75912	4.42E-01	-8.09E-01	-6.159846	-3.23E-01	GNG5	G protein subunit gamma 5
A_23_P133949	0.75912	4.42E-01	-8.09E-01	-6.159849	-3.91E-01		
A_24_P52168	0.75912	4.42E-01	-8.09E-01	-6.159875	-3.46E-01		
A_23_P107443	0.75914	4.42E-01	-8.09E-01	-6.16002	-3.11E-01	KRTAP9-8	keratin associated protein 9-8
A_24_P458168	0.75914	4.42E-01	-8.09E-01	-6.160076	-4.94E-01		
A_24_P800009	0.75914	4.42E-01	-8.09E-01	-6.160076	-3.60E-01		
A_23_P314086	0.75914	4.42E-01	-8.09E-01	-6.160094	-2.92E-01	RNF126	ring finger protein 126
A_32_P86517	0.75914	4.42E-01	-8.09E-01	-6.160098	-6.14E-01		
A_23_P371284	0.75914	4.42E-01	8.09E-01	-6.160111	5.46E-01	LCE2D	late cornified envelope 2D
A_24_P917530	0.75914	4.42E-01	-8.09E-01	-6.160113	-4.65E-01		
A_24_P608468	0.75914	4.42E-01	8.09E-01	-6.160114	5.41E-01		
A_23_P320846	0.75914	4.42E-01	8.08E-01	-6.160172	4.06E-01	DEFB125	defensin beta 125
A_24_P935033	0.75914	4.42E-01	8.08E-01	-6.160248	6.04E-01	IL6ST	interleukin 6 signal transducer
A_24_P30844	0.75914	4.42E-01	8.08E-01	-6.160262	3.82E-01	ANP32A-IT1	ANP32A intronic transcript 1
A_23_P165372	0.75914	4.42E-01	-8.08E-01	-6.160341	-3.01E-01	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13
A_32_P77328	0.75914	4.42E-01	-8.08E-01	-6.160377	-3.00E-01		
A_24_P696761	0.75914	4.42E-01	-8.08E-01	-6.160403	-3.00E-01	LEMD1	LEM domain containing 1
A_32_P10808	0.75914	4.42E-01	-8.08E-01	-6.16042	-7.83E-01		
A_23_P383977	0.75914	4.42E-01	-8.08E-01	-6.160428	-2.88E-01	SNAPC5	small nuclear RNA activating complex polypeptide 5
A_23_P104252	0.75914	4.42E-01	-8.08E-01	-6.160432	-2.99E-01	ITIH5	inter-alpha-trypsin inhibitor heavy chain family member 5
A_32_P210982	0.75914	4.42E-01	8.08E-01	-6.160456	5.37E-01		
A_24_P194347	0.75914	4.42E-01	-8.08E-01	-6.160473	-3.39E-01		
A_24_P392407	0.75914	4.42E-01	8.08E-01	-6.160477	6.56E-01		
A_23_P428468	0.75914	4.42E-01	-8.08E-01	-6.160501	-2.86E-01	ZNF292	zinc finger protein 292
A_24_P938572	0.75914	4.42E-01	-8.08E-01	-6.160504	-3.00E-01	ZNF847P	"zinc finger protein 847, pseudogene"
A_24_P333541	0.75916	4.43E-01	-8.08E-01	-6.160587	-4.06E-01		
A_24_P75985	0.75916	4.43E-01	-8.08E-01	-6.160596	-3.05E-01		
